model_no	func_type	model
2308	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1152974281973444656, 2004811776, 33489919, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2309	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 56294136414199, 2004811776, 1431656447, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2310	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1152977580505182976, 2004811776, 17904435, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2311	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 18764712128785, 2004811776, 4373, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2312	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 4279369521, 2004811776, 858993535, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2313	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 280376287231744, 2004811776, 1061126143, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2314	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8463940961699231221, 2004811776, 51581715, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2315	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3472328296227729520, 2004811776, 55, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2316	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 54082228203825, 2004811776, 21887, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2317	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 93823560646517, 2004811776, 17956863, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2318	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 126443837224704, 2004811776, 17761039, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2319	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 281474740846591, 2004811776, 196867, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2320	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 268439808, 2004811776, 5461, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2321	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 89404039255381, 2004811776, 524287, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2322	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8286754158241937152, 2004811776, 252674047, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2323	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1153009809403957328, 2004811776, 16255, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2324	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 65521, 2004811776, 257892191, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2325	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 56143812506419, 2004811776, 872364031, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2326	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6148914693920913237, 2004811776, 65791, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2327	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3689419184626956083, 2004811776, 7798911, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2328	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6124989318211589461, 2004811776, 1431655767, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2329	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3463324408443253555, 2004811776, 22413311, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2330	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 269745421088597, 2004811776, 66307, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2331	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 17596481011711, 2004811776, 926365503, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2332	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3689423581532649267, 2004811776, 939489279, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2333	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3458817292257783808, 2004811776, 3342463, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2334	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3689560195852402687, 2004811776, 1600094207, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2335	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8301246767471525887, 2004811776, 252649279, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2336	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3689564611078782839, 2004811776, 3342643, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2337	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3675204478115575552, 2004811776, 1431795575, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2338	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1229782939321062741, 2004811776, 4371, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2339	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1153009813176774896, 2004811776, 69905, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2340	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3459029429282468080, 2004811776, 1061126143, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2341	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3679497190556840755, 2004811776, 50530063, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2342	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6147788794192986111, 2004811776, 5631, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2343	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1224997859347140881, 2004811776, 252649311, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2344	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3472328296227729520, 2004811776, 271, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2345	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3689348815882811187, 2004811776, 22391, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2346	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3689419183486140211, 2004811776, 14335, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2347	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5787219346095887701, 2004811776, 1602191231, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2348	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 280585918545715, 2004811776, 33493503, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2349	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3674993373023893248, 2004811776, 268402687, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2350	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3544389201735922483, 2004811776, 8191, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2351	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 129145371654005, 2004811776, 66821, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2352	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 806368051, 2004811776, 252649471, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2353	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6124988955856273152, 2004811776, 51589939, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2354	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 4043374591, 2004811776, 536821759, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2355	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 123145302376192, 2004811776, 286331155, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
2356	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5787213827583045712, 2004811776, 286523391, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
