network_number	fro	to	sign
2803	15	14	i
2803	11	16	i
2803	7	8	i
2803	13	4	i
2803	2	9	i
2803	14	15	i
2803	12	15	i
2803	8	12	i
2803	16	8	i
2803	15	6	i
2803	1	3	i
2803	3	1	i
2803	2	7	i
2803	10	16	i
2803	5	1	i
2803	16	12	i
2803	6	2	i
2803	13	11	a
2803	3	10	i
2804	12	6	i
2804	8	3	a
2804	14	14	i
2804	4	8	a
2804	14	15	i
2804	2	5	i
2804	8	11	i
2804	3	12	i
2804	9	16	i
2804	16	15	i
2804	11	7	i
2804	3	13	i
2804	12	2	i
2804	7	4	i
2804	5	10	i
2804	16	7	a
2804	9	14	i
2804	7	2	a
2804	1	9	i
2804	13	1	i
2804	5	5	i
2804	4	3	i
2804	13	13	a
2804	15	6	a
2804	10	12	i
2804	6	10	a
2804	15	4	i
2804	11	16	i
2804	6	9	i
2804	1	11	i
2804	10	1	i
2804	2	8	i
2805	13	15	a
2805	4	1	a
2805	16	4	i
2805	14	5	i
2805	5	12	i
2805	11	5	i
2805	1	13	i
2805	8	8	i
2805	7	14	i
2805	15	6	i
2805	16	15	i
2805	9	10	i
2805	4	2	i
2805	10	8	a
2805	1	1	i
2805	8	10	i
2805	3	16	i
2805	9	12	i
2805	5	14	i
2805	13	6	i
2805	6	3	i
2805	6	11	i
2805	12	13	i
2805	3	9	i
2805	11	9	i
2805	7	16	i
2805	2	2	a
2805	14	7	i
2805	10	3	i
2805	2	4	i
2805	12	7	a
2805	15	11	i
2806	16	8	i
2806	9	7	a
2806	15	7	i
2806	3	15	i
2806	11	5	i
2806	1	1	i
2806	10	3	i
2806	1	13	i
2806	8	12	i
2806	14	6	i
2806	3	9	i
2806	5	3	i
2806	2	12	a
2806	2	4	i
2806	15	10	a
2806	14	16	i
2806	10	9	i
2806	11	13	i
2806	16	2	i
2806	7	10	a
2806	12	5	i
2806	7	11	i
2806	5	4	i
2806	8	6	i
2806	6	14	i
2806	4	16	i
2806	9	8	i
2806	6	1	i
2806	13	2	i
2806	13	14	i
2806	12	11	i
2806	4	15	i
2807	14	2	a
2807	6	7	a
2807	8	13	i
2807	2	16	a
2807	3	1	a
2807	2	11	a
2807	3	11	i
2807	9	10	i
2807	1	13	i
2807	12	9	a
2807	4	15	a
2807	11	6	a
2807	15	14	a
2807	7	12	a
2807	13	15	a
2807	16	10	a
2807	5	9	a
2807	10	8	a
2807	12	4	i
2807	13	16	a
2807	5	5	i
2807	6	6	a
2807	14	3	a
2807	15	2	a
2807	11	14	i
2807	10	7	a
2807	8	12	a
2807	16	4	a
2807	9	1	a
2807	1	8	a
2807	4	3	a
2807	7	5	a
2808	4	4	i
2808	9	7	i
2808	2	1	a
2808	9	13	i
2808	16	8	a
2808	11	10	a
2808	15	10	i
2808	14	3	a
2808	14	5	i
2808	3	6	i
2808	6	15	a
2808	13	16	a
2808	10	2	a
2808	3	9	a
2808	15	13	a
2808	8	1	i
2808	16	4	a
2808	12	11	a
2808	5	2	a
2808	1	16	a
2808	6	12	i
2808	13	8	i
2808	11	6	i
2808	1	3	a
2808	4	9	a
2808	7	14	a
2808	2	14	i
2808	7	5	a
2808	12	12	a
2808	10	11	i
2808	5	15	a
2808	8	7	a
2809	11	14	a
2809	5	15	a
2809	10	12	i
2809	7	3	i
2809	14	13	i
2809	15	11	i
2809	9	5	a
2809	11	4	i
2809	6	6	a
2809	4	8	i
2809	13	1	a
2809	8	10	a
2809	1	7	i
2809	2	4	a
2809	16	11	i
2809	4	14	a
2809	8	3	a
2809	6	15	i
2809	3	9	a
2809	7	16	i
2809	1	12	a
2809	2	1	i
2809	9	8	i
2809	13	9	a
2809	15	2	a
2809	3	2	a
2809	14	5	a
2809	10	13	a
2809	16	7	a
2809	12	16	a
2809	5	10	a
2809	12	6	a
2810	16	11	a
2810	13	9	a
2810	11	15	a
2810	14	8	a
2810	15	7	a
2810	9	5	a
2810	9	10	a
2810	11	13	a
2810	2	4	a
2810	5	9	a
2810	3	8	a
2810	2	14	a
2810	12	3	a
2810	5	1	a
2810	8	16	a
2810	3	2	a
2810	8	15	a
2810	7	11	a
2810	13	4	a
2810	14	7	a
2810	15	13	a
2810	10	14	a
2810	1	16	a
2810	16	2	a
2810	6	1	a
2810	1	5	a
2810	4	6	a
2810	6	6	a
2810	4	12	a
2810	10	10	a
2810	12	12	a
2810	7	3	a
2811	10	3	a
2811	10	6	a
2811	7	14	a
2811	3	10	a
2811	12	15	a
2811	13	11	a
2811	12	16	a
2811	16	8	i
2811	4	13	a
2811	2	2	a
2811	6	4	a
2811	8	5	a
2811	14	4	a
2811	11	3	a
2811	11	6	a
2811	7	15	a
2811	2	9	i
2811	15	8	a
2811	5	1	a
2811	13	13	a
2811	9	7	a
2811	9	16	a
2811	8	10	a
2811	6	14	a
2811	15	9	a
2811	14	1	i
2811	1	12	a
2811	5	12	i
2811	3	2	a
2811	16	7	a
2811	1	11	i
2811	4	5	a
2812	7	14	a
2812	10	15	i
2812	13	11	a
2812	3	1	a
2812	9	3	i
2812	15	2	a
2812	8	16	a
2812	9	10	a
2812	13	5	a
2812	10	4	a
2812	5	4	a
2812	1	2	a
2812	14	6	a
2812	16	11	i
2812	14	12	i
2812	11	16	i
2812	7	9	a
2812	11	12	i
2812	5	6	a
2812	16	14	a
2812	2	7	a
2812	3	8	i
2812	4	13	i
2812	8	9	i
2812	15	10	i
2812	6	15	i
2812	2	1	a
2812	1	7	i
2812	12	13	i
2812	4	8	a
2812	12	5	a
2812	6	3	a
2813	10	12	i
2813	13	13	i
2813	14	2	i
2813	15	7	a
2813	3	8	i
2813	14	5	i
2813	1	13	i
2813	5	1	i
2813	5	11	i
2813	9	8	i
2813	4	5	i
2813	6	3	i
2813	8	6	i
2813	11	10	i
2813	7	7	i
2813	11	15	i
2813	7	12	i
2813	16	11	a
2813	10	14	i
2813	12	9	a
2813	2	16	i
2813	1	9	i
2813	12	2	i
2813	13	15	i
2813	8	16	i
2813	3	4	i
2813	16	10	i
2813	15	4	i
2813	9	6	i
2813	2	1	i
2813	6	14	i
2813	4	3	i
2814	4	9	i
2814	10	10	i
2814	2	4	i
2814	4	8	i
2814	9	8	i
2814	16	12	i
2814	11	13	i
2814	1	2	i
2814	2	1	i
2814	9	7	i
2814	5	16	i
2814	13	12	i
2814	6	14	i
2814	7	2	i
2814	14	10	i
2814	15	3	i
2814	6	6	i
2814	14	13	i
2814	16	15	i
2814	5	14	i
2814	8	11	i
2814	1	7	i
2814	13	16	i
2814	11	4	i
2814	15	5	i
2814	8	5	a
2814	3	6	i
2814	12	11	i
2814	10	3	i
2814	3	9	i
2814	7	1	i
2814	12	15	i
2815	12	14	i
2815	4	12	a
2815	7	11	i
2815	3	7	i
2815	3	10	a
2815	15	15	i
2815	1	2	i
2815	11	15	a
2815	7	8	i
2815	14	9	a
2815	10	11	a
2815	5	2	i
2815	6	1	i
2815	10	8	i
2815	6	10	i
2815	11	6	i
2815	8	4	a
2815	1	14	i
2815	16	3	a
2815	15	3	i
2815	5	7	i
2815	16	9	a
2815	13	12	i
2815	13	13	a
2815	2	4	i
2815	4	13	i
2815	9	1	a
2815	12	5	a
2815	2	16	i
2815	9	16	a
2815	14	6	i
2815	8	5	a
2816	12	3	i
2816	16	14	i
2816	8	5	a
2816	15	2	a
2816	10	5	i
2816	8	1	a
2816	3	8	a
2816	4	4	i
2816	5	7	a
2816	4	11	i
2816	9	9	i
2816	7	8	i
2816	16	13	i
2816	14	12	a
2816	9	14	i
2816	2	6	i
2816	11	9	a
2816	13	16	a
2816	5	11	a
2816	3	7	a
2816	2	13	i
2816	11	16	a
2816	6	15	i
2816	13	15	a
2816	10	3	i
2816	1	1	a
2816	15	6	i
2816	14	2	a
2816	12	12	a
2816	7	10	a
2816	6	10	a
2816	1	4	a
2817	15	13	a
2817	5	4	a
2817	4	1	a
2817	7	7	a
2817	6	14	a
2817	16	12	a
2817	9	5	a
2817	1	12	a
2817	2	2	a
2817	14	3	a
2817	10	4	i
2817	11	10	a
2817	7	9	a
2817	8	14	a
2817	6	15	a
2817	3	16	i
2817	1	16	a
2817	15	9	a
2817	2	1	a
2817	16	5	a
2817	14	8	a
2817	5	10	a
2817	12	2	a
2817	13	3	a
2817	12	11	a
2817	11	13	i
2817	3	15	a
2817	9	8	a
2817	8	6	a
2817	10	6	a
2817	13	11	a
2817	4	7	a
2818	12	5	i
2818	1	1	i
2818	4	6	i
2818	13	9	i
2818	16	6	i
2818	14	11	i
2818	2	7	i
2818	6	13	i
2818	11	4	i
2818	7	11	i
2818	6	10	i
2818	14	2	i
2818	9	14	i
2818	4	1	i
2818	8	7	i
2818	3	15	i
2818	9	16	i
2818	10	3	i
2818	7	10	i
2818	15	8	i
2818	13	16	i
2818	5	12	i
2818	15	5	i
2818	8	3	i
2818	16	13	i
2818	3	12	i
2818	2	4	i
2818	11	2	i
2818	12	14	i
2818	5	15	i
2818	1	8	i
2818	10	9	i
2819	10	4	a
2819	4	10	a
2819	12	11	i
2819	10	13	a
2819	2	8	a
2819	8	1	i
2819	1	14	a
2819	9	3	a
2819	15	11	a
2819	15	15	a
2819	13	14	a
2819	16	6	a
2819	11	3	a
2819	13	15	a
2819	14	2	a
2819	9	9	i
2819	14	10	a
2819	2	12	a
2819	4	13	a
2819	3	4	a
2819	12	6	i
2819	7	7	i
2819	11	5	a
2819	6	7	a
2819	7	16	a
2819	16	5	a
2819	5	2	a
2819	6	9	i
2819	8	12	a
2819	3	8	a
2819	5	16	a
2819	1	1	i
2820	3	7	a
2820	7	7	a
2820	6	6	a
2820	8	1	a
2820	6	1	a
2820	1	2	a
2820	12	12	a
2820	10	10	a
2820	14	15	a
2820	7	14	a
2820	5	5	a
2820	9	12	a
2820	13	11	a
2820	13	15	a
2820	16	4	a
2820	14	13	a
2820	11	3	a
2820	8	6	a
2820	9	16	a
2820	15	9	a
2820	12	11	a
2820	15	2	a
2820	16	3	a
2820	1	16	a
2820	3	9	a
2820	4	13	a
2820	2	10	a
2820	4	8	a
2820	5	14	a
2820	2	4	a
2820	11	8	a
2820	10	5	a
2821	7	7	a
2821	14	6	i
2821	4	4	a
2821	14	11	a
2821	5	2	a
2821	1	6	i
2821	9	2	a
2821	13	1	i
2821	15	13	a
2821	6	3	a
2821	7	12	a
2821	11	4	i
2821	8	12	i
2821	13	16	a
2821	16	15	a
2821	1	9	i
2821	10	1	a
2821	6	15	i
2821	5	14	i
2821	8	7	a
2821	2	10	i
2821	3	5	a
2821	15	8	a
2821	12	8	i
2821	16	11	a
2821	4	16	a
2821	3	3	i
2821	9	9	i
2821	10	10	i
2821	12	14	a
2821	2	5	i
2821	11	13	a
2822	10	8	a
2822	15	12	a
2822	15	9	a
2822	4	1	a
2822	2	8	i
2822	3	14	i
2822	14	13	i
2822	16	15	a
2822	13	16	a
2822	1	16	a
2822	1	10	i
2822	4	14	a
2822	8	9	a
2822	7	10	i
2822	12	5	a
2822	9	2	a
2822	5	7	a
2822	10	11	i
2822	13	2	a
2822	7	13	i
2822	14	1	i
2822	3	4	i
2822	6	11	a
2822	16	5	a
2822	8	7	i
2822	2	12	a
2822	11	3	i
2822	12	6	a
2822	5	15	a
2822	11	6	a
2822	9	4	a
2822	6	3	a
2823	7	4	i
2823	8	15	i
2823	5	13	i
2823	15	3	i
2823	12	5	i
2823	6	11	i
2823	6	9	i
2823	14	14	i
2823	14	6	i
2823	8	4	i
2823	3	5	i
2823	10	7	i
2823	16	8	i
2823	12	9	i
2823	7	13	i
2823	9	6	i
2823	10	16	i
2823	13	8	i
2823	4	12	i
2823	1	15	i
2823	2	2	i
2823	11	2	i
2823	3	1	i
2823	9	16	i
2823	4	1	i
2823	13	3	i
2823	1	7	i
2823	16	12	i
2823	5	11	i
2823	11	14	i
2823	15	10	i
2823	2	10	i
2824	5	2	i
2824	6	4	a
2824	11	9	a
2824	1	12	i
2824	7	8	i
2824	4	11	i
2824	9	16	i
2824	12	16	i
2824	15	8	i
2824	13	5	i
2824	7	6	i
2824	9	11	i
2824	14	10	i
2824	3	10	i
2824	8	13	i
2824	12	6	i
2824	13	1	i
2824	2	2	i
2824	5	3	i
2824	10	3	a
2824	8	7	i
2824	3	9	i
2824	10	1	a
2824	16	5	i
2824	1	15	i
2824	16	4	i
2824	4	13	i
2824	2	14	i
2824	6	14	i
2824	14	7	i
2824	15	12	i
2824	11	15	i
2825	10	13	i
2825	6	6	i
2825	9	6	i
2825	7	5	i
2825	5	11	i
2825	3	8	a
2825	8	12	i
2825	14	12	i
2825	4	10	i
2825	1	1	i
2825	15	9	i
2825	13	8	i
2825	11	14	i
2825	11	4	i
2825	12	7	a
2825	12	1	a
2825	6	10	i
2825	4	3	a
2825	14	16	i
2825	2	5	i
2825	7	14	a
2825	16	13	a
2825	5	3	a
2825	9	15	i
2825	2	2	i
2825	13	15	a
2825	8	9	i
2825	3	4	a
2825	10	11	a
2825	15	7	i
2825	1	2	i
2825	16	16	i
2826	7	6	i
2826	16	5	a
2826	4	16	i
2826	5	1	a
2826	9	7	a
2826	12	15	a
2826	4	2	a
2826	11	3	i
2826	14	8	a
2826	15	15	a
2826	6	10	a
2826	14	4	i
2826	13	3	i
2826	3	13	i
2826	8	12	a
2826	2	14	a
2826	9	11	i
2826	1	16	i
2826	10	13	i
2826	13	7	i
2826	5	2	a
2826	6	5	a
2826	10	11	i
2826	2	8	i
2826	15	9	a
2826	1	12	i
2826	8	1	i
2826	16	10	a
2826	7	4	a
2826	12	6	a
2826	11	9	i
2826	3	14	a
2827	13	13	i
2827	3	1	i
2827	4	10	a
2827	9	7	a
2827	11	14	i
2827	5	3	a
2827	14	5	i
2827	8	14	a
2827	1	2	i
2827	5	4	i
2827	2	16	a
2827	8	8	a
2827	14	9	i
2827	10	6	a
2827	12	10	a
2827	4	6	i
2827	1	11	i
2827	12	7	i
2827	16	13	a
2827	7	1	a
2827	13	12	a
2827	15	2	i
2827	16	5	a
2827	3	9	a
2827	9	15	i
2827	6	4	a
2827	7	3	i
2827	6	15	a
2827	10	16	i
2827	11	12	i
2827	2	8	a
2827	15	11	a
2828	12	4	a
2828	8	8	i
2828	1	2	a
2828	10	10	a
2828	4	3	i
2828	10	15	i
2828	7	1	a
2828	16	9	a
2828	3	3	a
2828	6	11	a
2828	14	12	a
2828	3	11	a
2828	2	1	a
2828	4	16	i
2828	12	9	i
2828	13	6	a
2828	9	12	a
2828	9	4	i
2828	8	7	a
2828	6	7	a
2828	15	14	a
2828	7	2	i
2828	14	8	a
2828	11	6	a
2828	11	16	a
2828	15	13	a
2828	16	14	a
2828	13	5	a
2828	1	13	a
2828	2	5	a
2828	5	10	a
2828	5	15	a
2829	12	11	i
2829	9	16	i
2829	1	5	i
2829	15	6	i
2829	7	12	i
2829	6	8	i
2829	3	7	a
2829	5	14	a
2829	10	13	i
2829	11	4	i
2829	11	1	i
2829	2	5	i
2829	8	9	a
2829	4	16	a
2829	3	10	i
2829	16	8	i
2829	16	6	i
2829	13	12	i
2829	10	1	a
2829	9	3	a
2829	6	14	a
2829	7	10	a
2829	14	2	i
2829	12	15	a
2829	15	15	i
2829	14	9	i
2829	8	11	i
2829	4	7	a
2829	2	4	a
2829	5	2	a
2829	13	13	i
2829	1	3	i
2830	16	11	a
2830	7	13	a
2830	12	6	a
2830	14	7	a
2830	1	15	a
2830	13	10	a
2830	3	9	a
2830	3	10	a
2830	4	5	a
2830	5	14	a
2830	2	12	a
2830	6	16	a
2830	5	1	a
2830	11	14	a
2830	15	2	a
2830	11	9	a
2830	8	11	a
2830	1	4	a
2830	4	4	a
2830	8	3	a
2830	16	8	a
2830	2	2	a
2830	10	7	a
2830	9	5	a
2830	14	8	a
2830	6	1	a
2830	7	3	a
2830	13	13	a
2830	10	16	a
2830	15	6	a
2830	9	12	a
2830	12	15	a
2831	16	10	i
2831	11	9	i
2831	15	8	a
2831	16	3	i
2831	13	11	i
2831	1	11	a
2831	14	8	a
2831	2	5	a
2831	10	7	a
2831	15	1	i
2831	14	14	a
2831	12	12	a
2831	9	2	i
2831	10	16	a
2831	8	5	a
2831	8	9	a
2831	12	16	a
2831	4	2	i
2831	1	12	i
2831	5	6	a
2831	5	13	a
2831	3	7	a
2831	7	4	a
2831	6	15	a
2831	3	1	a
2831	2	14	a
2831	9	13	a
2831	4	4	a
2831	13	10	a
2831	6	6	i
2831	11	3	a
2831	7	15	a
2832	5	9	i
2832	15	3	i
2832	3	12	a
2832	4	2	a
2832	10	2	a
2832	10	14	a
2832	12	16	i
2832	14	8	a
2832	6	14	a
2832	12	7	a
2832	13	1	a
2832	7	7	a
2832	8	5	i
2832	9	12	a
2832	5	11	a
2832	11	5	a
2832	16	10	a
2832	16	4	a
2832	1	15	a
2832	1	11	i
2832	14	4	i
2832	2	6	a
2832	2	3	i
2832	7	9	a
2832	8	13	a
2832	11	10	a
2832	3	1	a
2832	13	8	i
2832	4	16	a
2832	9	13	i
2832	15	15	a
2832	6	6	i
2833	4	9	a
2833	3	14	a
2833	8	12	a
2833	3	3	i
2833	5	7	i
2833	2	4	a
2833	9	15	a
2833	1	6	i
2833	7	7	i
2833	1	5	a
2833	6	1	a
2833	2	6	i
2833	12	2	i
2833	8	10	i
2833	14	5	i
2833	9	8	i
2833	7	10	i
2833	16	4	i
2833	10	16	i
2833	15	16	i
2833	4	13	i
2833	11	3	a
2833	12	13	a
2833	15	15	a
2833	16	2	a
2833	5	1	a
2833	11	12	a
2833	6	9	a
2833	10	11	i
2833	14	14	i
2833	13	8	i
2833	13	11	i
2834	1	15	i
2834	12	6	a
2834	5	11	a
2834	1	12	a
2834	7	5	a
2834	6	2	i
2834	5	10	i
2834	14	2	i
2834	4	7	a
2834	3	9	i
2834	15	10	i
2834	11	16	a
2834	2	13	a
2834	9	14	a
2834	16	5	i
2834	16	4	a
2834	10	4	a
2834	8	8	i
2834	4	9	i
2834	7	3	a
2834	6	15	i
2834	10	3	i
2834	8	13	i
2834	15	11	i
2834	13	14	i
2834	9	6	a
2834	12	1	i
2834	13	16	i
2834	14	1	i
2834	11	8	i
2834	2	7	i
2834	3	12	a
2835	11	13	a
2835	1	16	i
2835	11	7	i
2835	12	1	i
2835	15	16	a
2835	7	8	i
2835	16	14	a
2835	6	5	i
2835	5	13	i
2835	16	4	i
2835	12	15	a
2835	2	6	i
2835	7	10	i
2835	9	9	i
2835	9	11	a
2835	1	8	i
2835	3	14	a
2835	2	3	i
2835	4	12	i
2835	10	5	i
2835	4	1	i
2835	13	3	i
2835	3	15	i
2835	15	7	i
2835	10	6	i
2835	8	4	i
2835	8	10	i
2835	14	2	i
2835	14	11	i
2835	5	12	i
2835	13	2	i
2835	6	9	i
2836	10	14	i
2836	14	2	i
2836	13	8	i
2836	8	10	a
2836	12	13	i
2836	15	5	i
2836	4	13	i
2836	9	15	i
2836	1	11	a
2836	7	4	i
2836	11	6	i
2836	13	14	i
2836	5	2	i
2836	8	15	i
2836	14	8	i
2836	15	10	i
2836	16	11	i
2836	2	16	i
2836	12	7	i
2836	10	12	i
2836	5	6	i
2836	2	9	i
2836	9	16	i
2836	16	5	i
2836	11	3	i
2836	6	7	a
2836	7	9	i
2836	4	4	i
2836	3	12	i
2836	1	1	i
2836	3	3	a
2836	6	1	i
2837	10	11	i
2837	5	10	a
2837	13	6	a
2837	16	12	a
2837	3	8	a
2837	14	14	a
2837	15	13	a
2837	8	16	a
2837	9	5	a
2837	8	2	a
2837	9	1	a
2837	14	4	a
2837	2	3	a
2837	12	15	a
2837	16	6	a
2837	4	11	a
2837	7	10	a
2837	6	7	a
2837	6	9	a
2837	13	2	a
2837	4	8	a
2837	2	9	a
2837	11	1	a
2837	1	15	a
2837	5	5	a
2837	7	7	a
2837	11	4	a
2837	1	16	a
2837	12	3	a
2837	15	14	a
2837	10	13	a
2837	3	12	a
2838	12	6	i
2838	2	12	i
2838	5	5	i
2838	10	10	i
2838	13	11	i
2838	15	7	a
2838	15	13	a
2838	7	6	i
2838	11	14	i
2838	3	13	i
2838	9	4	i
2838	8	1	i
2838	2	8	a
2838	14	9	i
2838	4	4	a
2838	10	9	i
2838	7	3	i
2838	16	16	a
2838	14	11	a
2838	5	10	i
2838	11	2	a
2838	1	14	i
2838	13	5	a
2838	6	3	i
2838	6	8	i
2838	1	15	i
2838	4	16	i
2838	3	7	i
2838	12	1	i
2838	8	15	i
2838	16	2	i
2838	9	12	i
2839	7	15	a
2839	12	12	i
2839	16	15	i
2839	1	9	i
2839	11	13	i
2839	14	10	a
2839	9	8	i
2839	5	5	i
2839	3	11	a
2839	14	2	i
2839	8	14	a
2839	11	1	a
2839	4	5	a
2839	9	7	a
2839	6	11	a
2839	13	16	a
2839	3	13	a
2839	7	8	a
2839	2	2	a
2839	16	4	a
2839	15	6	a
2839	13	14	i
2839	10	16	a
2839	10	10	a
2839	2	9	a
2839	12	3	a
2839	6	12	a
2839	15	4	a
2839	1	6	a
2839	4	7	i
2839	5	1	a
2839	8	3	a
2840	8	13	i
2840	6	1	a
2840	5	12	i
2840	14	8	i
2840	11	3	i
2840	13	2	i
2840	11	5	i
2840	12	2	i
2840	2	10	a
2840	10	14	i
2840	3	7	a
2840	6	7	i
2840	13	5	a
2840	4	8	i
2840	1	9	i
2840	1	3	i
2840	10	12	a
2840	7	4	i
2840	9	14	i
2840	3	16	i
2840	2	4	a
2840	9	11	a
2840	15	6	a
2840	8	11	a
2840	5	1	a
2840	14	9	i
2840	7	13	i
2840	12	10	i
2840	15	15	a
2840	16	15	a
2840	4	6	a
2840	16	16	a
2841	16	4	a
2841	13	16	a
2841	14	1	a
2841	10	8	a
2841	6	5	i
2841	14	8	a
2841	15	13	a
2841	2	12	a
2841	11	3	i
2841	5	6	i
2841	12	2	a
2841	6	13	a
2841	10	16	i
2841	3	1	a
2841	12	6	a
2841	7	7	i
2841	1	5	i
2841	9	15	i
2841	3	11	a
2841	1	10	a
2841	2	9	a
2841	16	11	i
2841	5	9	a
2841	8	10	a
2841	13	14	i
2841	4	12	a
2841	8	14	a
2841	4	7	i
2841	7	4	a
2841	11	15	i
2841	15	3	a
2841	9	2	a
2842	13	8	a
2842	5	5	a
2842	6	12	a
2842	2	6	i
2842	6	15	a
2842	10	16	i
2842	8	2	i
2842	12	8	a
2842	7	4	a
2842	4	10	a
2842	13	11	a
2842	9	14	a
2842	11	3	i
2842	16	9	i
2842	3	10	i
2842	3	1	a
2842	5	2	i
2842	4	7	i
2842	10	13	i
2842	2	7	i
2842	16	13	i
2842	14	6	a
2842	8	11	i
2842	7	15	i
2842	11	4	a
2842	14	14	a
2842	15	3	i
2842	9	16	a
2842	15	5	i
2842	1	1	a
2842	12	12	a
2842	1	9	a
2843	7	5	i
2843	15	15	i
2843	2	6	i
2843	1	6	i
2843	8	13	i
2843	3	16	i
2843	13	3	i
2843	11	14	i
2843	6	9	i
2843	5	9	i
2843	16	1	i
2843	12	12	i
2843	4	11	i
2843	13	10	i
2843	4	5	i
2843	7	13	i
2843	12	3	i
2843	5	7	i
2843	6	2	i
2843	16	4	i
2843	10	10	i
2843	9	1	i
2843	10	16	i
2843	14	12	i
2843	2	14	i
2843	9	4	i
2843	8	8	a
2843	3	15	i
2843	15	8	i
2843	14	2	i
2843	11	7	i
2843	1	11	i
2844	2	15	i
2844	15	4	i
2844	1	13	i
2844	4	2	i
2844	13	16	i
2844	5	12	i
2844	11	9	i
2844	9	6	a
2844	14	9	i
2844	3	16	i
2844	12	1	a
2844	7	8	i
2844	9	3	a
2844	8	12	a
2844	16	10	i
2844	8	14	i
2844	15	11	i
2844	6	5	i
2844	11	11	a
2844	10	15	i
2844	4	13	i
2844	12	3	i
2844	1	1	a
2844	7	7	a
2844	2	5	i
2844	10	7	a
2844	3	8	i
2844	13	6	i
2844	5	14	i
2844	16	2	a
2844	6	10	a
2844	14	4	a
2845	5	11	i
2845	16	4	a
2845	13	7	i
2845	3	13	i
2845	9	4	i
2845	10	1	i
2845	14	5	i
2845	6	14	a
2845	9	10	a
2845	8	6	i
2845	1	3	i
2845	11	9	a
2845	2	12	i
2845	11	12	i
2845	5	2	i
2845	3	7	i
2845	8	14	i
2845	15	15	i
2845	12	15	i
2845	12	16	i
2845	7	1	a
2845	4	8	i
2845	7	6	i
2845	16	5	i
2845	4	10	a
2845	2	2	i
2845	14	11	a
2845	15	13	i
2845	6	16	i
2845	10	9	i
2845	1	8	a
2845	13	3	i
2846	9	11	i
2846	14	10	i
2846	1	4	a
2846	4	12	a
2846	9	10	a
2846	1	16	i
2846	12	4	i
2846	3	8	a
2846	11	3	i
2846	7	2	i
2846	4	7	a
2846	5	15	i
2846	10	8	i
2846	16	12	a
2846	13	1	i
2846	6	9	i
2846	6	2	i
2846	2	11	a
2846	12	1	a
2846	3	7	i
2846	15	15	a
2846	10	13	i
2846	15	14	i
2846	13	14	i
2846	7	6	i
2846	8	13	i
2846	16	3	i
2846	14	9	i
2846	11	6	i
2846	8	5	a
2846	5	5	i
2846	2	16	i
2847	5	8	i
2847	11	9	a
2847	12	12	a
2847	13	14	i
2847	14	7	a
2847	15	5	a
2847	2	12	i
2847	3	3	i
2847	9	4	a
2847	15	13	a
2847	14	16	a
2847	12	6	a
2847	6	9	a
2847	5	1	a
2847	1	15	i
2847	10	4	a
2847	4	14	a
2847	11	11	i
2847	8	6	a
2847	16	15	a
2847	2	16	a
2847	9	7	i
2847	1	11	i
2847	6	1	i
2847	4	2	i
2847	8	10	a
2847	7	10	a
2847	16	5	i
2847	3	8	a
2847	7	2	a
2847	13	3	i
2847	10	13	a
2848	3	13	a
2848	12	6	a
2848	1	4	a
2848	7	12	a
2848	10	8	a
2848	15	2	a
2848	1	5	a
2848	10	15	a
2848	8	8	a
2848	13	1	a
2848	6	16	a
2848	13	4	i
2848	12	1	a
2848	5	11	a
2848	5	9	a
2848	11	10	a
2848	7	2	i
2848	6	12	a
2848	2	16	a
2848	15	3	a
2848	14	3	a
2848	14	7	i
2848	9	7	a
2848	16	9	a
2848	4	13	a
2848	4	14	i
2848	2	15	a
2848	16	14	a
2848	9	10	a
2848	3	11	a
2848	8	6	a
2848	11	5	i
2849	8	14	a
2849	6	10	a
2849	13	3	a
2849	1	7	i
2849	10	11	i
2849	3	5	i
2849	7	16	i
2849	5	12	a
2849	14	13	a
2849	12	5	i
2849	10	15	a
2849	8	13	i
2849	9	7	i
2849	4	14	a
2849	14	6	a
2849	15	4	a
2849	13	9	a
2849	11	11	i
2849	2	4	a
2849	4	10	a
2849	11	12	a
2849	2	1	a
2849	12	6	a
2849	6	16	a
2849	16	8	a
2849	7	2	i
2849	9	15	a
2849	3	8	i
2849	16	1	i
2849	15	3	a
2849	5	9	i
2849	1	2	i
2850	15	4	a
2850	1	16	i
2850	10	14	a
2850	13	5	a
2850	10	12	a
2850	7	11	a
2850	7	8	a
2850	16	14	a
2850	2	9	i
2850	11	1	i
2850	11	13	a
2850	8	2	a
2850	13	15	a
2850	14	11	a
2850	12	6	a
2850	1	3	a
2850	16	12	a
2850	15	5	a
2850	12	16	i
2850	3	8	a
2850	9	7	a
2850	3	1	i
2850	6	15	a
2850	5	3	a
2850	8	9	a
2850	2	10	a
2850	9	10	i
2850	4	6	a
2850	14	4	a
2850	5	2	a
2850	4	7	i
2850	6	13	a
2851	5	2	i
2851	2	5	a
2851	7	9	a
2851	11	16	a
2851	6	15	a
2851	3	12	i
2851	6	7	a
2851	9	7	a
2851	14	3	i
2851	2	8	a
2851	16	5	i
2851	16	6	a
2851	15	14	i
2851	4	16	a
2851	11	12	a
2851	15	11	i
2851	12	10	a
2851	12	14	a
2851	4	3	a
2851	13	1	a
2851	14	13	a
2851	9	8	a
2851	5	10	a
2851	8	13	a
2851	13	11	a
2851	1	6	a
2851	10	4	a
2851	7	2	i
2851	10	1	a
2851	3	9	a
2851	1	4	a
